semeval_id,sentiment_num,sentiment_orig,source,text,tweet_id
19992655,0,neutral,Semeval-train,Not that I want to tip my hand... but there will be moves in both portfolio's tomorrow morning at 8:35 AM (CST) Home Run and Follow The $$,263357618570006528
540244506,1,positive,Semeval-train,@WardChanning Hey Channing Tony Provias from Aberdeen Hope you get a sack on Murray this Sat!!!,264078531166863360
32750427,-1,negative,Semeval-train,@charles_sings  Lorenzo Beasley. He was killed on July 17th of last year on the corner of 53rd and King Dr.  ~#Mile 5,217093187293036544
299679052,0,neutral,Semeval-train,"For second time, Eagles make stop -- and commit a penalty. PI on Kendricks gives Atl another 1st down. Groundhog Day lives.",262608016908627968
588632899,1,positive,Semeval-train,@ama_la_lettura would you be up for full day of movies at mine on Thursday? :P so far Tarzan and The Notebook is on the list xD,263323406454382592
15302717,0,neutral,Semeval-train,Watched Muse on the Jonathan Ross show last night and promptly had nightmares about screwing everything up on Wednesday! Eeeeek!,262469786653569024
272805422,0,neutral,Semeval-train,"@morgwolfe @jillianlucas3 @mack_mays movies Friday night! ""Flight"" with Denzel Washington!!! Don't make plans because I just made plans!!!",263966422387011584
310302359,1,positive,Semeval-train,"Rivers to Gates, for only the 3rd time this season. Keep it up Chiefs, fantasy teams need you",264164775070691328
26809005,0,neutral,Semeval-train,AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Source: Corriere dello Sport) http://t.co/1ONyAoXN  #transfertalk,261406565020610560
165256525,-1,negative,Semeval-train,Watched The Vow for the 5th time and I'm still tearing. What's wrong with this movie. It's tooo... omg i can't even.,262288011763523584
39129998,1,positive,Semeval-train,@RLBrown3 Better Suit Up at the Senior Bowl Friday night.,255797482368425984
23378304,1,positive,Semeval-train,Kurt Convey wins the boys race in 16:01 with Nick Diaz coming in 2nd around 16:10. Rounding out the top 3 was Kenny Castro.,250352176910704640
38212296,1,positive,Semeval-train,FYI - the ridiculously adorable ladybug Larry Bird gives his 1st piece of candy to is our producer/ director Chris Koch's gorgeous daughter!,261316577604018176
255409192,0,neutral,Semeval-train,Pictures of #OVERDOSER 1st Anniversary party at Safe House #Thonglor are online! Check it out! http://t.co/Owjm4swu http://t.co/YmEQ9KrL,245527074658476032
22544408,-1,negative,Semeval-train,"Realized that I've just spent Halloween, super bowl Sunday, and my last two birthdays either in the library, or in a computer lab..",263895898654904320
471121517,0,neutral,Semeval-train,BUSTED @T_M_Birch caught out celebrating the 1st'a cup win with Andy Carroll and Joe Hart #Beer #Jager http://t.co/Ifv3wd9I,263245122358091776
350451819,0,neutral,Semeval-train,"@PatWGR If they are still looking for a Center, they may want to inquire about Sam Gagner.  Edmonton needs D.",217426068364201984
50488511,1,positive,Semeval-train,Enjoyed the FLOTUS today in FL! @MichelleObama u r BRILLIANT...simply put! Glad I voted Saturday #Obama2012 #DUVAL http://t.co/0Szz0XM7,264198017949777920
31645282,1,positive,Semeval-train,tonight's Never Mind The Buzzcocks has the hilarious NOEL FIELDING again :) can't wait to download it tomorrow,262821087069499392
832804410,0,neutral,Semeval-train,Top TEN strikers who are on the Premier League's January wishlist http://t.co/BBN99w2D via @FootballFanCast,264097575395794944
269859431,0,neutral,Semeval-train,"Police surgery Fri for #Penygraig residents at the Boys&amp;Girls Club  9am 11am, pop along and meet your local officer http://t.co/PvO8uA62 #MD",263997282653962240
14244954,0,neutral,Semeval-train,"Would you LIKE to see cornerback Champ Bailey play in his twelfth Pro Bowl this January?

2013 Pro Bowl voting... http://t.co/znA416fc",262387435927912448
85754317,1,positive,Semeval-train,"Cant wait to see ""Flight"" on Saturday, Denzel is one of the best actors in the world alongside Leo and De Niro",264204267370450944
205888620,0,neutral,Semeval-train,@ben_higham we put a 2nd team out and get beat and you go #Rafa ... Behave Ben !! You sound like a wool calling for Rafa,263763678283849728
555347695,1,positive,Semeval-train,Now y'all know all that Halloween candy is gonna be on clearance tomorrow...you can save it for Valentine's day :),263797562727866368
77629001,0,neutral,Semeval-train,City game at the Ravens stadium Saturday at noon 10 dollars to get in i will be there who else going?,264246018147766272
26340979,1,positive,Semeval-train,"@SemiProJoe @SaraWoof looks like it's coming on Valentine's Day. I liked the 4th, I think 5 will be just as good. He's in Russia this time.",263803925294088192
103968262,0,neutral,Semeval-train,@pa9o9 Nov 25 at the San Siro. I pray we would've gotten back our rhythm before then or we'll get embarrased.,263332246491111424
725029934,0,neutral,Semeval-train,Aston Villa line up January bid for Danish midfielder: Aston Villa are reportedly monitoring the availability of... http://t.co/uwDNR87w,262959233962749952
386336377,1,positive,Semeval-train,Going to the Georgetown game on Friday! #imwearingblue #istillloveeastview,263499864753725440
562796703,1,positive,Semeval-train,Sophia Grace and Rosie: we know one of your songs!! the sun comes down NA NA NA NA @TomTheWanted http://t.co/eyykN7iF,247063122295275520
403356939,1,positive,Semeval-train,"Come out and have some laughs with Me, Spartacus, and Max at Caroline's Comedy Club this Wednesday October 24th!... http://t.co/byrH1xy8",260172485285261312
380276982,1,positive,Semeval-train,My Sis won tickets for the Jonas Brothers concert @ Fort Canning on Monday....,259080015503835136
92839171,-1,negative,Semeval-train,"Fuck you, band that covered it on Friday night, and fuck you Ricky Martin for existing in the first place you big jerk.",262390296397107200
306676025,0,neutral,Semeval-train,"At a live basketball fantasy draft...sort of. I got the 7th pick. got Melo, Monta Ellis, Iguodala and Ibaka so far",261263062244417536
30253304,0,neutral,Semeval-train,5th floor Paterno with @Nessa_Sassy @NellyBeee_ @frecklejuice93...promise we're going to be productive from now on.,262244169462984704
289777042,1,positive,Semeval-train,"February 12th is a nice time to release it. Its the week of the Grammys too. Albums ""sell"" that week.",255551862856617984
96820126,-1,negative,Semeval-train,Cofield should have hopped off the DM sticks after his 3rd year. Niggas was tired of him lol,215573277056315392
55604819,-1,negative,Semeval-train,You'd think after not replying to the 3rd text the Twat face would get that I fucking hate him.,258428452489818112
294854943,0,neutral,Semeval-train,For the French fan of @RobLowe The tvmovie : Drew Peterson : untouchable Will be broadcasted Thusday 16 October at 2:55 PM on #TF1 !,253584132129583104
22718551,0,neutral,Semeval-train,So I asked a diehard FSU fan about the game against Dook on Sat &amp; they are kinda worried about Coach Cut &amp; his Coastal division leading team,261212396067098624
493942258,0,neutral,Semeval-train,"New Jeremy Kyle starts Monday, you bitch I'm back to school then!!",263965466609987584
24967724,0,neutral,Semeval-train,Pentagon open to more than just #Blackberry?  iOS and Android may make an appearance. http://t.co/qUaLO020,264005622012456960
263038684,1,positive,Semeval-train,Perfect weather to finish a great week.Saw Noel Fielding's show Thursday at the Ath. Meeting him would have made the week perfect!,262532496099512320
44736315,0,neutral,Semeval-train,A Leonard Cohen and Jeff Buckley album just in time for black friday? #buymethat,261573797356920832
76035417,1,positive,Semeval-train,"@muse, @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny",262319079690473472
18048964,0,neutral,Semeval-train,"@dasme I have a couple, of Jets games, but they're from the end of the season. wish i'd kept more of dec. also, i have the Sam Gagner game.",233588252790112256
39723301,0,neutral,Semeval-train,"ALL ABOARD...
1st flight to Hong Kong then off to the UK from there..
#Tweet_Yah_Later",263952711773454336
59086597,0,neutral,Semeval-train,"Looks like Rooney, RVP, Rio, Evra, Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC",263308041313718272
165578840,1,positive,Semeval-train,"I love the ""on time"" part=&gt; @EW: Axl Rose shows up on time, gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj",261487454454964224
25332812,1,positive,Semeval-train,Can't wait to see 'Flight' with DENZEL WASHINGTON on tomorrow! Bam!  ;-),264204096444198912
31115170,1,positive,Semeval-train,"Tomorrow, the biggest name in music &amp; entertainment is on the show! And no it's not Ricky Martin. Who is it? Click - http://t.co/RJgsDgjQ",260079552624226304
16365686,1,positive,Semeval-train,Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.,263840764285575168
94490783,0,neutral,Semeval-train,Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Aren't they in feb?,249368719225139200
310686833,1,positive,Semeval-train,Watchin Step Up &lt;3 the 1st one is the best with Channing Tatum as the main guy &gt;&gt;&gt;,263348499607851008
10932622,1,positive,Semeval-train,Just cus it's Friday here are 62 reasons why Bill Murray is awesome http://t.co/e78cx5hQ,261864089171685376
22795009,0,neutral,Semeval-train,My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday. http://t.co/iIAxfJn3,261437005261570048
68181626,1,positive,Semeval-train,"@creativetimes Eleanor, that's cool, it would be great to see your pastel art. ;) Link to the painting I did on Monday http://t.co/8puSNbaN",264065562160791552
23972064,0,neutral,Semeval-train,"What if the world could vote on Nov 6? France leads the Obama camp, including Britain, Peru, Turkey, India among others http://t.co/kRSHL37r",264063156161220608
62841743,0,neutral,Semeval-train,So Kendrick Lamar 1st week projected sales iz 242k. That's wassup for an artist different from the norm to do those kind of numbers.,264090024079929344
219204111,0,neutral,Semeval-train,"Signing Day this Friday for FDAHS. hate the school but I love my senior class, we be on.",208083871324061696
382438237,1,positive,Semeval-train,"@happinessjean Jean, tomorrow is Free KISSING Day! :) Nothing. Just wanna tell you that",228456198553346048
14603212,0,neutral,Semeval-train,Amazon has deals on Home Theater items on during the countdown to Black Friday. http://t.co/u84VkEEo,264172491650514944
66137554,0,neutral,Semeval-train,Friday is the last day to early vote in Maryland. I'm4Q6. Please join me and vote FOR Question 6. #VoteFor6,264170716918841344
635151531,-1,negative,Semeval-train,Seriously all of you people are dumb saying that all of the schools in CNY are going to be closed tomorrow...,262660134298345472
220484183,1,positive,Semeval-train,"Got a great piece for you History buffs Friday morning, a game between Schalke &amp; Bayern that marked the end of Germany's greatest ever side.",264234983735054336
144262194,0,neutral,Semeval-train,@CryerRovers Any truth in this interview with Harry Redknapp tomorrow?,263001060451438592
216393367,0,neutral,Semeval-train,"Just finished watching ""The Vow"" for the 5th time.",262640765249916928
338100781,0,neutral,Semeval-train,"I'm determined to watch The Vow tomorrow, I still haven't seen it!",248644215775563776
39665825,0,neutral,Semeval-train,@BethFishReads Do you have chocolate? Sunday is National Chocolate Day.,262254456400392192
20990974,-1,negative,Semeval-train,"@NeilHarmanTimes Just noticed you using the Spanish abbreviation ""NO sure"", no? Think you're missing Rafa, mon brave",262664182414061568
64889506,-1,negative,Semeval-train,Have to say I think Jason &amp; Taylor may have been robbed by the married duo tonight of Blake &amp; Miranda...,264209471486713856
23974167,0,neutral,Semeval-train,Have you ever forgotten to get a Valentine's present? Your chance at Feb 17 #bonjovi tix coming up! @benandkerryshow,263990056765751296
304206266,-1,negative,Semeval-train,2nd night Parker has been on it ..boy oh boy,264217253678034944
115026377,1,positive,Semeval-train,"Controversy aside, the 2 games shown on TV for Super Sunday were great spectacles. #BestLeagueInTheWorld",262637909067300864
746485639,0,neutral,Semeval-train,"[PAGASA] 6:39AM Intermittent light to occasionally moderate rains over southern portions of Negros, Cebu &amp; Bohol may persist for the next...",256538556066062336
822369865,1,positive,Semeval-train,"APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!!  

Let this video of YES PREP Senior Signing Day inspire you as... http://t.co/h5Jg0l4e",262708728996982784
839191610,0,neutral,Semeval-train,Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co... http://t.co/Zo2WFDko #coreformulas,251756790121889792
294909271,0,neutral,Semeval-train,"Jimmy Kimmel Live - Axl Rose, Part 1: Part 1 of Jimmy Kimmel's interview with Axl Rose.Added: Thu Oct 25 11:02:2... http://t.co/u2bDsf5k",261593174953299968
562839629,0,neutral,Semeval-train,Watch live Queen of the South vs Edinburgh Cit http://t.co/LnBnANAn,264080095965220864
20788989,-1,negative,Semeval-train,I'm listening to the a capellas of The 2nd Law and appreciating how bad ass Bellamy is. Not that I didn't already know from his other albums,261331545586012160
41271196,-1,negative,Semeval-train,"If you are a family member, friend, or fan of Austin Rivers you may want to unfollow me. This is about to get ugly.",263793695260823552
30233254,0,neutral,Semeval-train,Sophia Grace and Rosie look back at highlights from their long singing career (it's their 1st anniversary on... http://t.co/qAv6jgKN,264048277568237568
438212131,1,positive,Semeval-train,"Happy Valentines Day &lt;3 !!.....yes, in Brazil, it is celebrated on June 12. Your mind = blown !",212398867336019968
869996408,-1,negative,Semeval-train,@IhsanOmi seriously i think he may pull out his gat and shoot me! i need to call upon castle greyskull for my powers #IHaveThePower,263985418943471616
219249219,1,positive,Semeval-train,cried for every episode of Dream High 2 starting from episode 13!!! T-T tomorrow i shall watch the last and final episode!,254626058974932992
231536379,0,neutral,Semeval-train,"CONTINUED ASSAULT - Indianapolis faces a tough Miami defense this Sunday, one that ranks third in the league in yard... http://t.co/iqUfA3Ic",264025696240807936
15485578,-1,negative,Semeval-train,@nelsonnium I'm not sure about what Evra is upto. I like Buttner. Should be given more games.Rafael cannot defend. We might see a buy in Jan,262820642477461504
56793481,0,neutral,Semeval-train,@AmyKNelson Groundhog Day? He just keeps seeing JT Snow rounding 3rd over and over and over and over...#marlinsmysteryfanrevealed,261301303018389504
154935664,1,positive,Semeval-train,I liked a @YouTube video http://t.co/xihBR5Cg 17th GRAMMYs: Paul Simon and John Lennon co-presenting the GRAMMY for Record Of The,251536421339410432
210837317,0,neutral,Semeval-train,@team_hazza1D I'm going over to britain and Ireland's next top mode and jls are performing on the Monday and that's the day I was supposed,264129248648912896
213699650,-1,negative,Semeval-train,Reading The Sun and watching Jeremy Kyle. Where did it all go wrong? Better do some work. #ashamed,263948806553473024
391927884,1,positive,Semeval-train,1. Noel Fielding comedy gala tonight :) 2. Work all day tomorrow 3. Granny Smith festival that night,259020997401919488
321067229,1,positive,Semeval-train,"Can't wait to see how wk 3 of the Safe House sermon will be broken down. This Sunday is Kanye's verse. 
My Pastor keeps it real @PastorGeno",241004355652841472
615453097,1,positive,Semeval-train,"Watching ""The Woman In Black"" for the 9th time hahaha",244954602452156416
474643908,0,neutral,Semeval-train,"Going to Healthy Kids Day: Cover the Kids ... at Boys &amp; Girls Club - Teichert Branch on Sat, Nov 3 http://t.co/b6zLhIJj",264003176292814848
15131462,0,neutral,Semeval-train,Wow .. This is the  clip of Dublin's Sunday Times journo Paul Kimmage confronting Lance Armstrong :  - YouTube http://t.co/PXfeu1uU,264260682885763072
372972894,1,positive,Semeval-train,"Had a 'low' moment...then I thought, why? 2wks on Tuesday I see Noel Gallagher up close with the best boy in the world...now I'm smiling :0)",262517197455372288
62169540,-1,negative,Semeval-train,Gov. Mitch Daniels is rallying Republicans with a rare appearance that may have violated h http://t.co/BzohrIp3,263161842308890624
360197101,0,neutral,Semeval-train,@CarlsbergSports Would the bar be showing Pittsburgh Steelers V New York Giants on Sunday night?,263986064010670080
18300880,1,positive,Semeval-train,I may be a little too optimistic but I think the Browns vex themselves of the Baltimore curse and beat the Ravens.  Maybe its just me lol,263602478099070976
25727657,1,positive,Semeval-train,@lakeshow73 it's out already?  Thought it was tomorrow? Denzel is the best EVER. Movie looks amazing.,264210601952280576
588746420,0,neutral,Semeval-train,"Jeremy Lin may have a lil Chinese wiener, but he still gets #Hard4Harden",264226180327145472
162336197,-1,negative,Semeval-train,"i always cry wen i listen to Avril singing Tomorrow in Dublin,i just remember everything bad happened to me :/",263016620165840896
19751593,0,neutral,Semeval-train,Cupid and Psyche isn't an original Greek myth. It was a story in The Golden Ass by Apuleius and often cited as the 1st Fairy Tale.,260787675873824768
819547615,0,neutral,Semeval-train,We have a member who needs a ride to the doctor in Indianapolis early Monday morning. Could YOU be the answer to... http://t.co/1vcUHkxX,264021028144046080
394856294,1,positive,Semeval-train,"there is on thing I have learned from the MLB playoffs, Cougar Town on a new network. I can't wait till January. #poundinggrape #PENNYCAN!!!",258093634002489344
89131836,0,neutral,Semeval-train,Jonas Brothers are gonna go live at Fort Canning on the 22nd. Hmmmm.,256323910449102848
308828385,0,neutral,Semeval-train,UK: @Chrisewan's SAFE HOUSE is only 99 pence on Kindle today - a steal! Get it or the #audiobook now. (Will not work for US - US pub in Dec),263713762123608064
207362810,0,neutral,Semeval-train,@Lo3o2 Oh iight I can dig it but how you going to act tomorrow night tho younging ?,264159409800871936
325679625,1,positive,Semeval-train,"@Ascolese11 U r a 5-Star to the Hog fans, VA3!!!!!   U got props from the coach Wednesday night at the Signing Day event in the Ville,#WPS!",165557445551341568
26048439,1,positive,Semeval-train,Happy Valentines Day? o.o say what? Is it Feb 14th already?,212391797786288128
621009568,0,neutral,Semeval-train,"Police: you have the right to remain silent. what ever you say may be hel against you
Me: Harry Styles",263735530230001664
14746895,0,neutral,Semeval-train,"The Emmys are the unwatched awards show: In February, the Grammy Awards show blew through the... http://t.co/seo5TSEV #entertainment #OC",249152043816718336
289929642,1,positive,Semeval-train,#torchlight2 comes out tomorrow. Torchlight is in my list of best games of all time. I like it better than Diablo III. 2 promises more.,248567735687192576
548599797,0,neutral,Semeval-train,"Beating the Retreat ceremony is conducted on the evening of January 29, the third day after the Republic Day. #facts",262867854775431168
331286871,0,neutral,Semeval-train,Art on the Town Friday November 2: 6 brand new locations!,264198190054649856
222685832,1,positive,Semeval-train,@JordanLMcNeese Kendrick Lamar on Sunday! I'm going to rub in how good it was...,264222206807117824
304105296,1,positive,Semeval-train,I will consider Arsenal to have the potential to win Premier League this season if only they beat Manchester United tomorrow.,264259101507342336
157034526,0,neutral,Semeval-train,@Juventus_FC_fan @Camurria10 Can't really remember but I think it was Capello's 2nd and we started with 9 or 10 wins and ended with Chimenti,255170321894735872
49322284,1,positive,Semeval-train,@caplannfl - Another example of a good college player who had a great week at Senior Bowl to ease concerns about toughs &amp; get into 1st round,258317781378928640
73171523,1,positive,Semeval-train,"rehearsing for Nov 6 ""@MlTTR0MNEY: just called Jim Leyland to congratulate New York Giants on their victorious baseball match #SFGChamps #p2",262797722409656320
42755468,1,positive,Semeval-train,Just wrote a great song with Mitch Daniels! Really looking forward to performing it with him on Thursday! :),260856177297084416
607575397,0,neutral,Semeval-train,It is Saturday after all. Question - is Giroud the new Torres? and Superbowl switches to Comerica Park for Game 3. Where?,262267963665682432
374664755,1,positive,Semeval-train,The boys are hot!! #streakin Big win tonight let's do er again tomorrow! #keepitrollin,264239443169398784
28657611,1,positive,Semeval-train,Good point he may still be up...he's off to Las Vegas! @sarahsside @joelpollak @breitbartnews @govchristie,264254236651577344
341673590,-1,negative,Semeval-train,"And on Tuesday, Harry Redknapp distanced himself from the job following speculation he was planning talks with the club.",263779749636214784
193015795,0,neutral,Semeval-train,"@mikeivory91 i got given some cash from Fabrice Muamba, signed Gary Hooper, Andy Carroll some Sevilla Winger, i drew with villa 1st day.",262361403573272576
525706921,1,positive,Semeval-train,@ollyofficial have you filmed Jonathan Ross yet??? Can't wait to see it on sat! :) xxx,264118978048299008
608460361,1,positive,Semeval-train,Come out and support #RecapO tomorrow at #SilentNight on 113th and King Dr. from 4-8:30pm!!!!!!! Be the change you want to see.,234017958379274240
471416666,0,neutral,Semeval-train,Liverpool looking to activate Demba Ba's 7m buy out clause with Andy Carroll going the other way in january,262858301824458752
531945177,1,positive,Semeval-train,"@crixacus @EllenHollman @stevendeknight Keep yr eyes open for Incursion. It may not be Spartacus, but it's going to be out of this world :-)",262111068011257856
483741743,-1,negative,Semeval-train,"This may be a reason to swap, iOS has too many daft games.

""Android is a desolate wasteland when it comes to games."" http://t.co/RjN9RrFT",263985178576297984
144494577,0,neutral,Semeval-train,@iBelieb4Justin yea!! And I know the most people going to those places!! I think only Hk and Taiwan are going on Thursday.,264000336870637568
342803817,1,positive,Semeval-train,@WordsofColour We spoke and you didn't mention it..! Happy birthday Queen! Enjoy your earth day..Long may your pioneering work continue..x x,264090195052359680
62869114,0,neutral,Semeval-train,"Remember the ""4th round prospect"" that made people question Iupati's ability at Senior Bowl? @nfldraftscout #Geno",260203954317701120
404848689,0,neutral,Semeval-train,Q3 0:54. Eli Manning pass intended for Victor Cruz intercepted by Danny McCray at the Dallas 35 returned for no gain. 1st &amp; 10.,262687624198754304
464521689,0,neutral,Semeval-train,@WestHamJoe again it was a thurs watching Nadal game and tried to type ffs...,261561580184027136
200816274,-1,negative,Semeval-train,"Alright, if my daughter keeps singing Avril just to annoy me, I may be forced to retaliate.",262287776991543296
161543358,0,neutral,Semeval-train,@mattlduff Not sure what to say. I guess we'll all be happy when Nov 6 passes. I'll support whoever is next POTUS. But obv want Romney.,264139431739551744
369071318,0,neutral,Semeval-train,"@DanStapleton Diablo III post-1.0.4 was very generous. They had an immediate ""maintenance"" after the 1st 24 hours. Generosity gone. *shrug*",244435007517622272
247247968,1,positive,Semeval-train,"February 13th ""Desperation Day"" the most awesome day of all time #True_Story",241666033029623808
231973801,0,neutral,Semeval-train,Thats like the 5th time the Texans hit the ball so Flacco can't throw it,260095699402756096
619152473,0,neutral,Semeval-train,"Raw 1,000: Rock to get a WWE Championship match at the Royal Rumble this January http://t.co/ezuXHOCl",227596482226843648
522182131,0,neutral,Semeval-train,Bumper day for @JonathanCape in @TelegraphMag tomorrow - extract from new Tom Wolfe + Sylvie Simmons on Leonard Cohen http://t.co/GCEnePlO,261848398016172032
867899089,1,positive,Semeval-train,[$] BLACK FRIDAY BEST PRICE Underwater Case for the Following Olympus Evolt Digital SLR... http://t.co/icQ5WHBq,259955476224147456
737552011,1,positive,Semeval-train,@Wdoss_09 cant bud going to Kentucky. If you wait till sunday fun day id like to go.,264222330199371776
209853013,-1,negative,Semeval-train,"2nd Coming: Will Blacks America Debate the 2012 Election #BET
@truthfighter1 I'm tired of hearing ppl say POTUS haven't done anything 4 blks",264209670925869056
33797602,1,positive,Semeval-train,"To all my friends in #Turkey may you 
all stand strong on this 89th Republic Day! Cumhuriyet Bayraminiz kutlu olsun !",262911251712188416
398225272,-1,negative,Semeval-train,"Sandy, if you have ruined my chances to see Bruno mars on Monday I will go buck wild.",264039229967982592
519547391,0,neutral,Semeval-train,eh... first day Chinese New Year is feb 10th...,243202418588930048
105517544,0,neutral,Semeval-train,April &amp; I are having dinner in Jacksonville tomorrow night with Milford &amp; the future Mrs. Milford!  @FlightTimeRadio #SebringLSA13,264143428986748928
237108854,1,positive,Semeval-train,@TThomasxoxo 1win from the Superbowl! Game tomorrow at noon! Git r done! http://t.co/n8ptYIrE,256903922340483072
400283584,1,positive,Semeval-train,"@applelotte0 absolutely nothing will, they will be best friends forever :') when they won the NTA award for the 10th year that has to be....",261558446120382464
473530045,0,neutral,Semeval-train,"Eric Adelson with the slam: ""(Flacco) looked more like Blaine Gabbert than Eli Manning on Sunday."" #Ravens",260235945243193344
90929700,0,neutral,Semeval-train,Wonder if Chris Christie can cancel Valentine's Day and move it to April..Flowers are cheaper!,263570249012637696
715337203,0,neutral,Semeval-train,"@NoQuivering @skepchicks I'm everyday dressed up with my Spartacus costume. So, if you miss this Halloween, we may catch up anytime!",263635746156589056
11644692,0,neutral,Semeval-train,@CAMURPHY I'm heading off to Hong Kong next Thursday. Spending the remaining time with my folks before I go. Will really miss edi,264088379833065472
165308861,0,neutral,Semeval-train,54) A Bro is required to go out with his Bros on St. Paddys Day and other  Bro holidays like Halloween NYE and Desperation Day FEB 13th,197439006777163776
53420502,1,positive,Semeval-train,@LoveAdamsEyes Don't get me wrong I love Bruno Mars he is amazing but that Grammy should have went to Adam for Best Pop Vocal. I mean c'mon!,260153292926103552
352499479,1,positive,Semeval-train,"@JoeTribe_2012 runner on 2nd no outs, drubes being one of our best hitters should make a productive out. His fault not Acta's",247461088101277696
38026789,0,neutral,Semeval-train,"Not to be overlooked by Sandy, a summery mid-upper 70s with sunshine today in CNY. Record high of 79 set in Buffalo. More warmth Friday!",261567514281127936
116176753,0,neutral,Semeval-train,Taiwan court extends ex-leader's jail term - TAIPEI: Taiwan's high court said Friday it has extended ex-leader Chen ... http://t.co/FUADCEfb,264236295172272128
50699745,-1,negative,Semeval-train,"ART @CarolineManzo: Do you think NYC should host the Marathon Sunday?..why would they when soooo many desperately need help,where is Respect",264235523349045248
62886153,1,positive,Semeval-train,@MarvRamrod Were doing great up until the 3rd.. Struggling a lot. Harden and Lin doing very well together. Harden w/ 31 pts. so far.,263817280633323520
14414619,1,positive,Semeval-train,"I missed the 10th birthday of Avril Lavigne's Sk8er Boi! Darn, I love that song, especially the part where she rhymes boy with boy. #Classic",264130180921040896
34044347,0,neutral,Semeval-train,"Crazy how sports economics have changed. Larry Bird's rookie deal was 5 yrs, $3.25 M total. 6th pick Damian Lillard will make $3 M this YR.",259777532239417344
129906416,1,positive,Semeval-train,"@nolimitcattleco We haven't talked about it yet. However, we are very excited about the Jan Revolution heifer calf that is inside of her.",238411454137655296
315410162,1,positive,Semeval-train,"@Vaughters and won't take much time. I thought your views may be better presented to cycling world in Poland if you say sth more ""directly"".",264147754064949248
40531830,-1,negative,Semeval-train,Terrible play call on 2nd and 7. Victor Cruz on a slant? TE? Nicks sideline? How about any of those?,262662173132718080
20265600,0,neutral,Semeval-train,Drew Peterson is no longer #Untouchable! Tune in for the Lifetime Original Movie Sunday at 7/6c on @lifetimetv: http://t.co/jNmCSInh,246684751505801216
317403977,0,neutral,Semeval-train,@BlGJ0E @SaltAndHepper Preview of the NFC Championship game Sunday?! I'm feelin' an offensive shootout hahaha #Vikes #Cards #GameOfTheWeek,258670735831216128
834658356,0,neutral,Semeval-train,It has been at least three months since I've heard an LMFAO song.  Give it another month or two and I may once again venture outside.,263169865295216640
398460853,1,positive,Semeval-train,@redsonfire Perhaps they want a 3rd choice hahaha! Like Ben Amos at #MUFC,241174229230448640
125586861,0,neutral,Semeval-train,Should i have an engagement party?  Any who.. SAN FRANCISCO this weekend then... I officially move to Colorado on the 13th.,264251377138679808
224735594,1,positive,Semeval-train,@ukbieberday Justin is going tea time with sophia grace and rose tomorrow on the Ellen show at 4 on Really :),251340401997385728
343841467,0,neutral,Semeval-train,@bamberwove haha if it gets to serious you may wanna call the original ghost hunter... Bill Murray #ghostbusters,261338179976695808
31157267,1,positive,Semeval-train,@StevieVanZandt  @jakeclemons You guys ROCKED tonight!!!   See you in Kentucky on Saturday!,264237646845452288
92786831,0,neutral,Semeval-train,Championship: Team news: Bellamy in frame for Cardiff: All the team news from Saturday's Championship game... http://t.co/7eY3mccZ #Boro,259344109280583680
717199926,1,positive,Semeval-train,"Happy New Year to those who aren't into ""Anno Domini"". Shana Tovah &amp; all that good jazz! Looking forward to the Chinese New Year in Feb.",247684596135780352
333678878,1,positive,Semeval-train,"Good night out with the boys,party bus down town tomorrow n osu Saturday #cantwait",264261085815779328
444352908,1,positive,Semeval-train,@JordyGenevieve hahaha shut up Cupid! Yeah hopefully it does go good and Saturday and every other day!,261326581774041088
334304915,0,neutral,Semeval-train,We thought we'd never see the day - Axl Rose does 1st TV interview in 20 yrs AND shows up on time! Watch: http://t.co/vJtNdqn1,261910414324027392
66786179,1,positive,Semeval-train,Watching The Grey with Liam Neeson. One of my twitter friends recommend. And it's really good. Thanks for Tuesday night's entertainment.,260901887635767296
916793023,1,positive,Semeval-train,Who else is excited to see the boys on StarTalk tomorrow???,264252085573414912
334977402,1,positive,Semeval-train,The Notebook may be one of the greatest movies created of all time&lt;3,262360278753243136
48040475,1,positive,Semeval-train,Tomorrow is the release of the 20th Anniversary Kniteforce Boxset featuring many remixes including mine of Super Sunday! $92 at the store!,263635930928279552
190021419,-1,negative,Semeval-train,Embarrassing. Rams cut Alexander. Yes I know he's from Mizzou. But c'mon. Chiefs D makes unknowns look like pro bowlers.,264188082436321280
92151769,0,neutral,Semeval-train,Finna hit the Grammys tomorrow then ima finna go thug it with @HoneyLKCocaine live in my stomping grounds in the IE! #GrittyGrindN,256256854475292672
211393445,1,positive,Semeval-train,the fact that we are going to be Sophia grace and rosie at the studio on tuesday makes me soo happy! @cristinarotondo #accents #cuties,262320094556876800
